name,botwiki-verified,midterm-18,gilani-17,cresci-rtbust,5-fold_cross-validation,spearman_r
0000010,0.9866798949619519,0.9814881114159786,0.7576945098916721,0.5619271788035326,0.8635338345864663,0.6204532155512095
0000011,0.9754182991738565,0.9661365277143504,0.7379101786160872,0.5383811031494751,0.8896381578947368,0.6213196823279089
0000110,0.963675783711604,0.9694545596814134,0.684472444157793,0.6709548408598568,0.9268528464017185,0.6231648127041374
0000111,0.9574050814535165,0.9633818907797105,0.6845195003488082,0.6968255290784869,0.9209240808563806,0.6437350416807361
0001001,0.5849789390349593,0.6245345020275129,0.465755597383281,0.4253666055657391,0.999704391891892,0.03849831088572018
0001010,0.9935418328014616,0.984165608378826,0.6383126242217629,0.5504957507082153,0.9658193668724513,0.6171974519439529
0001011,0.9916653808494469,0.9771707884769246,0.6197412238558435,0.5140434927512082,0.9773973549176092,0.5915741504862012
0001100,0.8872084739921237,0.8301335386936579,0.5030813578508154,0.5758373604399267,0.9950682481862053,0.2728957549879437
0001101,0.8870718408912948,0.8258962176686989,0.5042673054901083,0.5477545409098483,0.994995283265687,0.23492269844535157
0001110,0.9928766927723613,0.9746488321097652,0.5995268055756651,0.6832736210631561,0.9638375209987926,0.5928809676747611
0001111,0.9886771175967572,0.9695888031174453,0.611790372895634,0.6564239293451092,0.9608205795829055,0.6102804440244303
0010010,0.9963920209153192,0.9175596484675397,0.6932202887868059,0.6661306448925179,0.994280477831649,0.5335058811112952
0010011,0.9948923013917109,0.9170632412270434,0.6862589340950075,0.6878853524412597,0.9919700108250076,0.5301735387001646
0010110,0.9836325081511197,0.9354248953088113,0.6349150356047544,0.7264289285119147,0.9755553260680742,0.5876536886209938
0010111,0.9816918855079507,0.9403114638123905,0.6345428639121793,0.7247708715214131,0.973999811413073,0.6002331093579149
0011000,0.9646401466264243,0.6764017997197521,0.46194865281086706,0.6028328611898017,0.999999810945812,0.05162415203898992
0011001,0.9441769063381895,0.7886736155751524,0.45929771102891814,0.5756665555740711,0.9998972034262914,0.16168822101574898
0011010,0.992545745050565,0.9268806699211249,0.5950834506995907,0.6675845692384602,0.9920476706325871,0.5323549137607866
0011011,0.9924804928309081,0.9343718621262819,0.5929774393534545,0.6474504249291785,0.9900805707480815,0.5260787856483214
0011100,0.9337762072381657,0.784064246418042,0.49979630921511586,0.6374104315947343,0.9944763341831937,0.15173375719491375
0011101,0.9292831773288555,0.7135301644293284,0.4929336738051676,0.5473671054824195,0.9944464172067644,0.07430659515181878
0011110,0.9911891477988011,0.9357266759155636,0.5773472154581233,0.7048533577737045,0.9822536228932902,0.561054596044911
0011111,0.9911098357086103,0.9498233779821177,0.5802354125807854,0.7297200466588902,0.9822759146943897,0.5415887669247308
0100000,0.9631400665933151,0.9773542613965687,0.6641033656693827,0.7471796367272121,0.9948449221286069,0.6585036473218875
0100001,0.9555401658055296,0.9685288247026043,0.6582703723691312,0.701845525745709,0.9922265572367592,0.6582542245506667
0100010,0.9778265026396505,0.9790435745185375,0.6954803022126281,0.6789076820529912,0.9908400616241011,0.6408853799128058
0100011,0.9648063415063239,0.9723645319554521,0.6950245481947535,0.6587568738543577,0.987939920867244,0.6076099058226999
0100100,0.9207102613982289,0.9563732823134713,0.6347304305476945,0.7289410098316949,0.9746501131100211,0.5065297874803877
0100101,0.9146984049617644,0.9535234850694188,0.6324957550708804,0.7492417930344942,0.9741116270555285,0.5148513644656777
0100110,0.9568124038340906,0.9692625460621317,0.6575931580956392,0.6860064989168472,0.9661333147322608,0.5426277689722027
0100111,0.9513049001893397,0.9651588658058021,0.6649997367485818,0.650299950008332,0.9633278179299914,0.5691010570716771
0101000,0.9873064604744592,0.9809552588105375,0.6597880167954405,0.7149975004165974,0.9961283585394373,0.6121392069634374
0101001,0.9783182375988337,0.9722210723664615,0.6330462795993314,0.7341359773371106,0.9958549350048138,0.5954042619629265
0101010,0.9903743963268408,0.9810697641612806,0.6888335329656589,0.6610356607232128,0.9952543492677528,0.5878225678095689
0101011,0.989607232108995,0.9760460626207184,0.674685414555171,0.6463256123979337,0.9942643905323534,0.6339012961778916
0101100,0.9704155088303197,0.9655590180366765,0.6277249812433365,0.7137227128811864,0.990027071787542,0.5125449557131242
0101101,0.9659610534376024,0.9630238670382716,0.6425575533413186,0.7177470421596401,0.9876916931243143,0.50978371861229
0101110,0.9862288975763667,0.9715941643418455,0.6510536638016138,0.6657057157140477,0.9838448309882427,0.5615959269213956
0101111,0.9847039423876978,0.97252508895662,0.650322482987377,0.6742792867855356,0.9837094187133527,0.5282606743793454
0110000,0.9780464134351796,0.9506448675132084,0.6427441327840153,0.6915014164305948,0.9740236147711931,0.45193910431409
0110001,0.9670076125186203,0.9480179684092346,0.6262050333671173,0.6635727378770205,0.9702669031627831,0.4047907553787451
0110010,0.9849519729242945,0.9573091389020608,0.6805078777986916,0.6047117147142144,0.971658155621089,0.47348269310266855
0110011,0.9860244886893749,0.9583912151216575,0.6840495965672015,0.6376603899350108,0.9639028841246384,0.5138256905995755
0110100,0.9352737637047688,0.9474569986036051,0.6209429665802324,0.6902599566738876,0.9550119627294809,0.4455347294808444
0110101,0.9306545554701549,0.9493086941975695,0.626150079633554,0.6511706382269622,0.9598720339528825,0.4370235875242694
0110110,0.9702839228625031,0.9590589706035495,0.6469248943703685,0.6306740543242793,0.9614268075959661,0.49541610810534104
0110111,0.9689821230548709,0.9607557442821305,0.6545048898950944,0.6715380769871688,0.9578583273392184,0.5097952148380175
0111000,0.9927919730396575,0.9558499340932245,0.6331459860739999,0.6756457257123814,0.9718358056473569,0.44367638855575975
0111001,0.9872848299044074,0.9556989367945488,0.6176569307517144,0.6668513581069822,0.9665481905177419,0.4146689486252318
0111010,0.9955963764469049,0.963289130949879,0.6738416937596252,0.6140268288618564,0.9675553992455648,0.483323552982934
0111011,0.9935984327930979,0.9590989897570763,0.6618719808352967,0.6234044325945676,0.9669875279798937,0.4841954326666731
0111100,0.9836465680216537,0.9581957354369529,0.6191834599133903,0.6856607232127979,0.9719679702299227,0.44724249936036914
0111101,0.9794113024054636,0.957117345096252,0.6148259908125255,0.6316572237960341,0.959208456388672,0.423562489048422
0111110,0.9918708712649413,0.9642363334073925,0.6474342858647151,0.6292242959506749,0.9677142057361339,0.47686384971163764
0111111,0.9885884322595437,0.9619320476956689,0.6483655377568347,0.6432219630061656,0.9523772703165505,0.4597432452852417
1000000,0.8612092498085695,0.9673875604300719,0.7092700696300002,0.583065322446259,0.8409197012138188,0.6964113270797302
1000001,0.8567937294419457,0.9581823952338709,0.7078373237860819,0.5807532077987001,0.8444140190484856,0.7144303278336442
1000010,0.9636747021831014,0.9575578862331178,0.7633063720005792,0.5864022662889519,0.8000717184494863,0.6608584848594198
1000011,0.9511087830208677,0.9522853951456661,0.7611039448225028,0.5755290784869188,0.8132614712866515,0.6378744964103755
