name,botwiki-verified,midterm-18,gilani-17,cresci-rtbust,5-fold_cross-validation,spearman_r
0000010,0.946655048647152,0.9754624025329592,0.7459706079791505,0.4961756373937677,0.8609840573656363,0.5910025809803654
0000011,0.8713860725085548,0.9437993810238936,0.7147565582509576,0.4320988168638561,0.891611842105263,0.5858277964116124
0000110,0.6892314370052908,0.9463436899465225,0.6420596790965211,0.5597067155474088,0.9210741138560687,0.5951276335256649
0000111,0.8616306854150835,0.9394951624615466,0.6703348558040356,0.5390726545575737,0.919522246934865,0.6355182412985775
0001001,0.8929330043563968,0.796251731635222,0.5163637081594777,0.5075820696550575,0.8132344750765803,0.2358346847534214
0001010,0.9611031879134143,0.979973481586176,0.6023041080383822,0.6241543076153975,0.7876973684210526,0.44306401397648015
0001011,0.9443322859330636,0.9315814086970299,0.5573851894752083,0.5387185469088486,0.8509881847475832,0.43581961012792736
0001100,0.9233582036820999,0.8366580349166977,0.5133254577284035,0.6223629395100816,0.8657687563402217,0.21531050672687124
0001101,0.9271576133117412,0.8699088157232676,0.5095264106985377,0.5517955340776537,0.9987471846846846,0.2257998160011387
0001110,0.9227644445341712,0.9308503833279114,0.5216958656364761,0.645263289451758,0.9575793708328506,0.37945597611208515
0001111,0.9368819965881381,0.9221695722533465,0.5184236505074171,0.596450591568072,0.9576095036373035,0.37291728935850993
0010010,0.991790477646248,0.8532357265242295,0.5686457688915799,0.7116188968505249,0.9930279245778539,0.4365345463276009
0010011,0.9932051169276515,0.8613355589442611,0.5700258644518448,0.6998083652724546,0.9929756122049346,0.45516073319499517
0010110,0.9816616027098778,0.8850599979564043,0.6330864254406171,0.705319946675554,0.9581002407544205,0.5182585595247751
0010111,0.9804120767798714,0.8982361430343678,0.6336218130125176,0.6991209798366937,0.9582726528563328,0.540988381202565
0011000,0.9708127903002756,0.837309630469038,0.4892063627867795,0.6903349441759707,0.9857621648460775,0.25450212104848385
0011001,0.9611406809015046,0.6610392297116358,0.49685217116607217,0.5926262289618397,0.9847792540954782,0.06689071370578224
0011010,0.9535966590863536,0.8229470894821227,0.5245666223526779,0.7005332444592568,0.9671395483389402,0.30359810333226517
0011011,0.9607790898721345,0.814680648639687,0.49529109025574874,0.6825445759040161,0.9631324079068367,0.2809622569768353
0011100,0.9421382251107845,0.8194885239199798,0.5045591855001119,0.6797117147142143,0.9999994328374363,0.21877290224104168
