statuses_count,followers_count,friends_count,favourites_count,listed_count,default_profile,profile_use_background_image,verified,tweet_freq,followers_growth_rate,friends_growth_rate,favourites_growth_rate,listed_growth_rate,followers_friends_ratio,screen_name_length,num_digits_in_screen_name,name_length,num_digits_in_name,description_length,screen_name_likelihood
17076,1,5,0,0,True,True,False,0.17493362174319604,1.0244414484843995e-05,5.1222072424219974e-05,0.0,0.0,0.2,9,0,42,0,174,0.002997492568928673
105,1,38,24,0,True,True,False,0.0021720330631699617,2.0686029173047253e-05,0.0007860691085757956,0.0004964647001531341,0.0,0.02631578947368421,9,0,11,0,3,0.0009420688713807391
33317,14,107,1615,0,True,True,False,3.4109083020859456,0.001433283795936106,0.010954383297511666,0.16533952360262935,0.0,0.1308411214953271,9,0,8,0,81,0.0015290843892793325
354,112,262,383,0,True,True,False,3.636529659517641,1.1505404572485192,2.6914428553492145,3.934437456483775,0.0,0.42748091603053434,12,0,22,0,59,0.0018583456234699245
13758,138,3365,16969,1,True,True,False,0.942081040676119,0.00944956996753194,0.23041886188945634,1.1619547302829674,6.847514469226044e-05,0.04101040118870728,14,0,16,0,3,0.0019510012145480835
445790,410,483,119973,16,True,True,False,4.5877837911221695,0.004219456143834742,0.004970725164566293,1.234684907181184,0.00016466170317403872,0.8488612836438924,9,0,16,0,45,0.006454040907086329
7618,278,582,12017,8,True,True,False,0.11380732249496005,0.004153115732948135,0.008694652361783507,0.17952515022603505,0.00011951412181145713,0.47766323024054985,14,0,13,0,157,0.0022673125483063873
2662,256,609,46307,0,True,True,False,0.14332342299143289,0.013783169153195649,0.03278886724334434,2.493192242097777,0.0,0.42036124794745483,15,0,26,0,25,0.0019873750078658486
1061,28,32,1015,0,True,True,False,10.817822387873708,0.2854844739495418,0.3262679702280477,10.348812180670889,0.0,0.875,12,1,16,0,3,0.0008418251565824194
99,7,103,70,0,True,True,False,0.0621151029108176,0.004391976973492154,0.0646248040385274,0.04391976973492153,0.0,0.06796116504854369,6,1,5,0,3,0.000279663829030598
63254,381,269,94031,0,True,True,False,0.8087383077003237,0.004871301344323258,0.0034393177470418805,1.2022397288925466,0.0,1.41635687732342,14,0,11,0,3,0.0025906719750550273
6,5,25,230,0,True,True,False,0.16587950696924317,0.1382329224743693,0.6911646123718466,6.358714433820988,0.0,0.2,12,0,1,0,11,0.001652238331941932
266726,17388,17717,28577,39,True,True,False,12.361418928153997,0.8058470202482761,0.821094528280349,1.3244013283664013,0.00180745535942505,0.9814302647175029,12,3,15,0,138,0.0010243803108710282
127223,397,1891,88409,14,True,True,False,1.3917117641320416,0.004342843435231212,0.020685936866554715,0.9671195094845245,0.00015314813121722158,0.20994182971972503,10,2,3,0,3,0.0011462316627814484
1226,2,8,133,0,True,True,False,0.03558955403368156,5.8058000054945454e-05,0.00023223200021978182,0.0038608570036538724,0.0,0.25,15,8,9,0,3,0.0006534038651252614
4195,570,391,8700,0,True,True,False,0.19573064570350238,0.026595105614063492,0.018243309289647062,0.4059252962146533,0.0,1.4578005115089514,13,0,5,0,21,0.002828920248353965
22,34,53,11,0,True,True,False,0.010149021465180399,0.0156848513552788,0.024449915347934597,0.005074510732590199,0.0,0.6415094339622641,7,1,5,0,2,0.0008539072276209958
1774,238,227,888,2,True,True,False,2.699008791303532,0.36209926286935773,0.3453635826527068,1.351025821126007,0.003042850948481998,1.0484581497797356,11,0,2,0,89,0.0016849488468786255
2989,287,804,32868,0,True,True,False,0.09669397004580689,0.009284432721025955,0.026009351594790477,1.0632778211661362,0.0,0.35696517412935325,8,0,23,1,101,0.0009913888492350776
812,19,22,1030,0,True,True,False,17.778318382241142,0.41599513455982967,0.48167857685875015,22.55131518929603,0.0,0.8636363636363636,11,8,5,0,47,0.00018261967831401547
2255,39,482,14981,0,True,True,False,0.07203082408187252,0.0012457659153849348,0.015396389005526631,0.4785338250867105,0.0,0.08091286307053942,15,8,12,0,3,0.000586546488581992
23324,380,244,1476,15,True,True,False,0.7285678567884988,0.011869995951793413,0.007621786874309454,0.046105563223281784,0.00046855247178131894,1.5573770491803278,7,0,4,0,82,0.0006642270688814175
826,225,155,3771,0,True,True,False,0.4043831015841194,0.1101527819085071,0.07588302753697156,1.846160624786579,0.0,1.4516129032258065,9,0,6,0,52,7.57852188090404e-05
9013,27,92,122836,0,True,True,False,0.6669707969742728,0.0019980263528575795,0.006808089794922123,9.089983891837543,0.0,0.29347826086956524,14,0,16,0,19,0.0014234187345432002
1706,10,78,4538,0,True,True,False,0.039190294166562105,0.0002297203643995434,0.0017918188423164385,0.10424710136451279,0.0,0.1282051282051282,9,3,6,0,15,0.0003398187565814951
1040,29,32,448,0,True,True,False,11.178054707979292,0.3116957562801918,0.3439401448609013,4.815162028052618,0.0,0.90625,10,0,18,0,3,0.0008234325076067162
68150,2699,573,3910,7,False,True,False,0.9779048977083735,0.038728764767643434,0.008222149763564168,0.056105768892732805,0.00010044511054964952,4.710296684118673,9,2,13,1,87,0.0006477074585487608
1042,72,231,112386,0,True,True,False,0.033094853996350516,0.002286784537175851,0.0073367670567725226,3.5694800971534058,0.0,0.3116883116883117,11,0,9,0,6,0.0015798904796994675
6201,87,227,23927,0,True,True,False,5.714588512303966,0.08017564918084907,0.209193935218997,22.050146643105467,0.0,0.3832599118942731,8,0,8,0,57,0.000886306980078373
22188,229,176,31480,0,True,True,False,0.4197943531750188,0.004332653095235231,0.003329899322102186,0.5955979014760047,0.0,1.3011363636363635,12,0,5,0,153,0.0024620266557904493
2133173,2519172,30,179,9688,True,True,True,64.04790035452677,75.63740832642918,0.0009007412950734905,0.00537442306060516,0.2908793888890659,83972.4,9,1,13,0,93,0.001646568790833542
1333,59,115,348,0,True,True,False,0.1903208815297725,0.008423804958932166,0.016419280852155917,0.049686171622176166,0.0,0.5130434782608696,14,0,1,0,114,0.003905526600118904
310,0,0,0,0,True,True,False,-13.21914644113571,-0.0,-0.0,-0.0,-0.0,0.0,14,0,14,0,22,0.003295965912871395
30492,708,1497,23176,0,True,True,False,2.2703747463126462,0.052716296746338494,0.11146369523908013,1.725639679933815,0.0,0.4729458917835671,8,2,5,0,3,0.0006761192595611032
1070,28,31,1019,0,True,True,False,10.439788277191013,0.2731907212722882,0.3024611556943191,9.94219089201649,0.0,0.9032258064516129,13,0,15,0,3,0.001126726569241063
821,20,27,1014,0,True,True,False,16.891942093261168,0.4114967623206131,0.5555206291328277,20.862885849655086,0.0,0.7407407407407407,14,0,5,0,76,0.0015269168221142674
43942,649,486,4785,15,True,True,False,0.3719327288620042,0.005493248851473322,0.004113588508191116,0.040501072040523646,0.00012696260827750358,1.3353909465020577,11,0,6,0,120,0.0020810124586366457
805,320,285,2377,0,True,True,False,0.02551647484669908,0.010143194970116405,0.009033783020259922,0.07534492013739592,0.0,1.1228070175438596,15,2,20,0,4,0.003554190396450053
445,8,53,394,0,True,True,False,0.05928552504678357,0.0010658071918522888,0.007060972646021414,0.052491004198725225,0.0,0.1509433962264151,8,2,3,2,51,7.830976881378164e-05
13228,535,546,10710,4,True,True,False,0.6495601336423653,0.026271142387259257,0.026811296716716924,0.5259138971356012,0.00019641975616642435,0.9798534798534798,13,3,16,0,122,0.0007982548182670048
43579,60,124,1017,0,False,True,False,1.3482525335079871,0.0018562874781541392,0.0038363274548518875,0.031464072754712656,0.0,0.4838709677419355,7,0,19,3,40,0.0003630093154770467
121133,711,1086,178215,13,False,True,False,3.080579631500118,0.018081712811509533,0.02761848117201034,4.532253795644404,0.00033060796983069466,0.6546961325966851,9,0,27,0,148,0.0028740068351927875
1032,29,29,442,0,True,True,False,11.114734382619465,0.3123326522247718,0.3123326522247718,4.760380423563763,0.0,1.0,9,2,9,0,3,0.00024533416618259475
157,11,62,503,0,True,True,False,0.014551650442168582,0.0010195423876678625,0.005746511639582497,0.04662089281790316,0.0,0.1774193548387097,14,0,9,0,3,0.0007634525838502591
214317,513,1172,123026,31,True,True,False,2.6324519729240485,0.006301170052352529,0.014395655558201098,1.511126212204137,0.00038077245930395395,0.4377133105802048,15,8,16,0,31,0.0004276601250557312
33188,1139,513,87997,7,True,True,False,0.44823218875171333,0.01538316448680853,0.00692850165209199,1.1884743857293154,9.454095821568017e-05,2.220272904483431,13,0,2,0,104,0.0013370584424092526
356,0,0,6,0,True,True,False,0.003809435214847152,0.0,0.0,6.420396429517672e-05,0.0,0.0,11,0,31,0,3,0.0022746349599995996
6866,254,1473,35830,33,True,True,False,0.5096471006821068,0.018853825163596728,0.10933734041723614,2.659576990597129,0.0024495127181050867,0.17243720298710116,15,2,7,0,43,4.3161227975508455e-05
5420,85,108,4806,0,True,True,False,0.17018156162497888,0.002668899029174023,0.003391071707656406,0.15090269099071008,0.0,0.7870370370370371,12,2,10,0,4,0.0010542085045771264
29033,319,638,55478,2,True,True,False,1.4183774072846242,0.015584417487817142,0.031168834975634285,2.7103207316273337,9.77079466320824e-05,0.5,8,0,17,0,158,0.0018673341879130584
1774,1158,89,5474,13,True,True,False,0.029902448319142617,0.019519185543160737,0.0015001791997766025,0.09226944875929351,0.0002191272988437734,13.01123595505618,15,0,7,0,95,0.0028964169827871327
5748,156,274,2957,0,True,True,False,0.05001075073564222,0.0013572855105706658,0.002383950191643349,0.025727520863829862,0.0,0.5693430656934306,14,0,7,0,3,0.004732871214803925
206519,51,778,9781,0,False,True,False,2.9705659935887785,0.0007335831844674229,0.01119073955913049,0.1406897475936444,0.0,0.06555269922879177,8,0,13,0,15,0.0016015896678562434
31873,275,2391,747,0,True,True,False,0.38581433051344255,0.003328803090113786,0.028942429776225683,0.009042239666599993,0.0,0.1150146382266834,6,1,4,0,23,0.00018126071862258004
9857,155,200,14030,2,True,True,False,1.1616502601610517,0.01826679418940479,0.023570057018586825,1.6534394998538657,0.00023570057018586826,0.775,13,0,14,0,42,0.0015543992807338675
161366,8796,28,21,33,False,True,False,1.6194627419357062,0.088276305281574,0.0002810068835702674,0.00021075516267770054,0.00033118668420781516,314.14285714285717,12,0,13,0,159,0.0017125955193727609
17069,120,128,35504,0,True,True,False,0.20476095170889944,0.0014395286311481594,0.0015354972065580368,0.4259085376690354,0.0,0.9375,9,1,13,0,3,0.0010897878738181435
755,36,143,13777,1,True,True,False,0.03687436544175714,0.0017582478886135854,0.006984151335326186,0.6728716989285934,4.884021912815515e-05,0.2517482517482518,8,0,6,0,5,0.00019273648609172275
5856,50,252,18810,0,True,True,False,0.17846251314558548,0.0015237577966665428,0.007679739295199376,0.5732376831059534,0.0,0.1984126984126984,11,8,17,0,18,0.0002121214999127831
2959,1552,123,9628,6,True,True,False,0.08498909576274259,0.044576909977619636,0.003532835004669597,0.2765376863817795,0.00017233341486193156,12.617886178861788,15,0,16,0,132,0.0019536464789891976
764,121,272,4686,0,True,True,False,0.2631950136870211,0.04168402703681879,0.09370293681003893,1.6143086834258913,0.0,0.44485294117647056,11,0,11,0,33,0.0012643324128998792
2171,438,348,5594,5,True,True,False,0.5118560065407752,0.1032671261468722,0.08204785365093956,1.3188956704694135,0.001178848471996258,1.2586206896551724,11,4,25,0,85,0.0009301214579691062
353,0,10,5,0,True,True,False,0.004293492962077146,0.0,0.00012162869580955087,6.0814347904775434e-05,0.0,0.0,15,0,31,0,94,7.547030674303113e-05
2630,48,193,9894,0,True,True,False,0.2398317833853923,0.004377158023763814,0.017599822887217002,0.9022416976483162,0.0,0.24870466321243523,12,0,3,0,3,0.0016553578330952973
91563,259,236,218222,4,False,True,False,1.2020062186511926,0.0034000590918892883,0.003098123342416494,2.864740135715306,5.251056512570329e-05,1.097457627118644,14,0,3,1,153,0.0012009910398977774
23625,351,791,70604,2,True,True,False,0.9493289717555041,0.01410431615179606,0.031784940387665765,2.8370972580666924,8.036647379940776e-05,0.44374209860935526,9,0,15,2,94,0.0008425931511187267
